ADOPTION_ID,USER_ID,CATEGORY_ID,SUBCATEGORY_ID,NAME,IMAGE_URL,AGE,LOCATION,REASON,HEALTH,LATEST_HEALTH_CHECK,VACCINATION,CARE_NEEDS,DIETARY_NEEDS,BEHAVIOR,NEUTERED_OR_SPAYED,NOTES,STATUS,GENDER,APPENDIX_URL
25,18,8,806,斑斑,PetAdoptionImages/yolfv0od6ot9eu86b55ibn520knnkrvhgooxs7xk39ft1agw35m7d7lw6ay8ymqv.jpg,2,安徽省 / 合肥市 / 庐阳区,家庭成员对宠物相关用品过敏，不得不寻找新的主人,斑斑目前存在一些健康问题。它活泼好动，但最近表现出了一些皮肤问题。斑斑已经接受了兽医的初步检查，并正在接受治疗,2024-07-18 16:00:00,已完成基础疫苗接种，包括蜥蜴沙门氏菌疫苗,需要定期检查其趾爪是否需要修剪，以及确保生活环境的温度和湿度适宜,,斑斑非常好奇且友好，喜欢探索周围环境，容易驯化，能够与人建立亲密关系,1,斑斑已经习惯了在晚上活动，因为它是一种夜行性动物。它喜欢温暖潮湿的环境，并且需要一个有遮蔽物的栖息地,1,1,
26,18,8,809,小斑,PetAdoptionImages/cciq599iwws00yaehiwctpota4ekwdu9769kufwgagfzt4u20zex4bwzgx991okt.jpg,3,吉林省 / 长春市 / 南关区,由于个人工作调动，无法继续照顾，希望找到一个能给它足够关注的新家,非常健康，没有已知的健康问题，定期接受兽医检查,2024-08-12 16:00:00,已完成基础疫苗接种，包括蜥蜴呼吸道疾病和沙门氏菌疫苗,,主要以昆虫如蟋蟀和果蝇为主食，每周可适量喂食少量钙粉和维生素D3补充剂,小斑非常好奇且友好，容易接近，喜欢与人互动。它适应能力强，能够在新环境中迅速安定下来。小斑夜间较为活跃，喜欢探索周围的环境，并且享受被轻轻抚摸。它非常适合那些愿意花时间与宠物互动的家庭，能够给予它足够的关注和陪伴,1,小斑已经习惯了在晚上活动，因为它是一种夜行性动物。它需要一个有遮蔽物和岩石的栖息地，以模拟其自然生活环境,0,0,
27,14,9,901,金宝,PetAdoptionImages/zt269dkofwsl88j1qb5def0e6z9ds9am8uqu80q889whp0d7o3n36idmyt6f5d8g.jpg,4,黑龙江省 / 哈尔滨市 / 南岗区,因家庭成员对蛇类过敏，不得不寻找新的家庭给金宝,金宝非常健康，体重适中，皮肤光滑无损伤，眼睛明亮且清洁,2024-07-29 16:00:00,无需接种,,金宝主要以冷冻解冻的小鼠为食，每5-7天喂食一次，偶尔给予维生素和矿物质补充,金宝非常温顺，适应性强，易于处理，非常适合初学者养蛇者,1,金宝喜欢探索和爬行，所以需要一个足够大的栖息地，以供其自由移动。它还喜欢温暖的地方，因此在笼子里需要设置一个加热垫,1,1,
28,1,1,101,乐乐,PetAdoptionImages/tz7hsx0yny6pp6ef3d4ytu26iph56mixpifhgr123q604ijhfax6io5eo2385ayn.jpg,3,北京市 / 北京市 / 丰台区,由于工作变动，无法继续提供足够的陪伴时间，希望能找到一个有时间和精力照顾乐乐的新家,身体健康，定期接受兽医检查，没有已知的遗传疾病或慢性健康问题,2024-08-31 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒和狂犬病疫苗,毛发浓密，需要每周至少梳理一次以防止打结。此外，耳朵需要定期清洁以避免感染,由于拉布拉多犬种易肥胖，乐乐遵循低脂肪、高蛋白的饮食计划，每天分两次喂食高质量的狗粮，控制食量以维持理想体重,乐乐非常友好和活泼，喜欢与人互动，特别擅长学习新指令，是一个忠诚的家庭伴侣,0,,0,0,
29,15,1,102,米奇,PetAdoptionImages/hgxyh9vcyr3y15y7rrms3sagxtiao4dxtsdlf2y4u9qu5a7wi3wnmt4g2sfmzppq.jpg,2,上海市 / 上海市 / 长宁区,因为个人生活变化，无法继续给予米奇所需的关注和照顾，希望为他找到一个能够提供稳定生活环境的新家庭,米奇近期出现了毛发问题，表现为局部脱毛。虽然没有严重的健康问题，但兽医已经开始对其进行初步检查，并提供了相应的治疗方案,2024-08-09 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒和狂犬病疫苗,,米奇需要小而频繁的餐食，以满足小型犬的能量需求。推荐使用专门为小型犬配制的高质量狗粮，避免喂食人类食物,米奇非常忠诚且充满活力，有时会显得有点警惕陌生人，他非常喜欢与家人在一起，并享受在家中安全的角落休息,1,米奇对新的环境和人可能需要一些时间适应，但他一旦熟悉之后就会变得非常友好和亲近,0,1,
30,13,1,103,阳光,PetAdoptionImages/ha4rsuuevu8diu1mt19u68j7pwmkoyrchtphtw52erj1sh3ed41nu9877bqm0eg2.jpg,3,广东省 / 广州市 / 海珠区,因工作调动需要长期出差，无法继续给予阳光所需的日常陪伴和活动空间，希望为他找到一个充满爱的家庭,阳光身体健康，无遗传疾病史，定期接受兽医检查，目前状态良好,2024-07-11 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒、狂犬病疫苗、犬钩端螺旋体疫苗和犬冠状病毒疫苗,夏季需要定期洗澡来保持皮肤健康,阳光需要均衡营养的大型犬专用狗粮，以维持其健康体重和良好的消化系统，避免喂食高脂肪的食物，以预防肥胖,阳光非常友善、忠诚且温顺，对家庭成员和其他动物都表现出极大的耐心。他喜欢外出散步和玩耍，也非常适合家庭活动,0,阳光已经掌握了基本的听从训练，如坐下、待命等指令，但也需要持续的社交化训练以确保其在不同环境下的良好表现,0,0,
31,16,1,104,极光,PetAdoptionImages/mk2wmalpvkak1x5oz8wj8d6w3jn93ziippgg8lsg8jq5t57sh1r7kkychf3csqo3.jpg,2,广东省 / 深圳市 / 龙岗区,由于搬家到没有足够户外空间的地方，无法提供极光所需的运动量和活动空间。希望能为她找到一个能够满足她活力充沛天性的新家,极光身体健康，无遗传疾病史，定期接受兽医检查，目前状态良好,2024-08-20 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒、狂犬病疫苗和犬钩端螺旋体疫苗,极光的双层毛皮需要定期梳理，特别是在换季期间更需频繁梳理以帮助脱去底层绒毛,极光需要高质量的大型犬专用狗粮，以保证其能量需求和健康,极光非常活泼、好奇且聪明，善于与人和其他动物相处,1,极光已经掌握了基本的听从训练，但偶尔会有较强的独立意识。需要持续的训练和社交化，以保持良好的行为习惯,1,1,
32,18,1,105,雷霆,PetAdoptionImages/6u9v2rw0mvv91tg10r449hna2bvvq4c7yx5re3g8vepdk4zeljg0fq7elm7zgmfp.jpg,3,四川省 / 成都市 / 青羊区,工作变动导致无法继续照顾雷霆，需要一个能够给予他足够关注和锻炼的新家庭,雷霆身体健康，无遗传疾病史，定期接受兽医检查，目前状态良好,2024-07-25 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒、狂犬病疫苗和犬钩端螺旋体疫苗,,雷霆需要高质量的成年犬专用狗粮，确保足够的蛋白质摄入来维持其肌肉力量,雷霆非常忠诚、勇敢且聪明，善于学习新的指令和技能，他喜欢与家人互动，需要大量的身体锻炼和精神刺激,0,雷霆已经掌握了基本的听从训练，如坐下、待命等指令，但偶尔会有较强的领地意识。需要持续的训练和社交化，以保持良好的行为习惯,0,0,
33,6,1,106,米洛,PetAdoptionImages/eetvo9qgeh8162e7apjm4m07hzr7iw9b5q6ecoshhvsafjrutwzljbc0vwae2kt0.jpg,2,重庆市 / 重庆市 / 沙坪坝区,由于个人生活变化，需要更多时间和精力投入到事业上，无法给米洛提供足够的陪伴和活动空间，希望为他找到一个能够提供稳定生活环境的新家庭，让他能够继续快乐地生活,米洛整体健康状况良好，没有已知的遗传性疾病或慢性健康问题,2024-08-14 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒、狂犬病疫苗和犬钩端螺旋体疫苗,米洛属于短鼻犬种，需要特别注意呼吸系统的健康。在炎热天气中需要避免剧烈运动，以减少呼吸困难的风险。此外，需要定期清洁脸部褶皱以防止皮肤感染,米洛适合食用专门为小型犬设计的高质量干粮，有助于维持其体重和消化系统的健康。需要定时定量喂食，避免过量喂食导致肥胖,米洛性格温和、友善且忠诚，对家人充满爱意，他活泼好动，喜欢玩耍和进行各种活动，同时也很享受安静的时光,0,米洛已经接受了基本的服从训练，懂得基本的指令，如“坐下”、“等待”等。他适应能力强，很容易与人和其他宠物相处,1,0,
34,7,1,107,奥利弗,PetAdoptionImages/aq90zz6pse6a2053almpcr9sjnxq7v7vur7dz30z7drtlq3w7a9z81l9pr6thetp.jpg,1,浙江省 / 杭州市 / 西湖区,因为家庭成员对狗毛过敏，尽管我们都非常喜爱奥利弗，但我们不得不寻找一个能够给予他更多关爱的新家,奥利弗健康状况良好，无任何慢性疾病或遗传性疾病,2024-07-17 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒和狂犬病疫苗,,奥利弗适合食用高质量的小型犬专用干粮，以维持良好的身体状态。他没有食物过敏史，但为了维持其毛发光泽，我们会给他补充一些Omega-3脂肪酸,奥利弗非常聪明、友好、活跃，容易训练。他喜欢与人互动，善于学习新的技能和技巧,0,,1,0,
35,16,1,108,巴迪,PetAdoptionImages/b1i93k9eqq2h4wayqqzynm8h5r9wopc62am51mkcf7rziw2e02crzfrp5u01949e.jpg,2,江苏省 / 南京市 / 鼓楼区,由于工作变动，需要经常出差，无法继续给予巴迪足够的陪伴和照顾，因此希望能找到一个有足够时间和精力照顾他的新主人,巴迪身体健康，无任何慢性疾病或遗传性疾病记录,2024-08-05 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒和狂犬病疫苗,,巴迪适合食用高质量的成犬粮，特别是针对比格犬的配方,,0,巴迪喜欢玩接飞盘的游戏，并且非常喜欢与人和其他狗狗一起玩耍,0,0,
36,4,1,109,马克西姆斯,PetAdoptionImages/0lnl0d5gyjdbon9pri49ayfakqgmicr61lssjlng8mkmtpsmw54ad2dcb2m4w3ue.jpg,3,湖北省 / 武汉市 / 汉阳区,因家庭原因，没有足够的时间和空间继续照料马克西姆斯，希望为他找到一个能提供充足运动和关爱的新家,马克西姆斯身体状况良好，无重大健康问题,2024-07-10 16:00:00,已完成基础疫苗接种，包括狂犬病疫苗,马克西姆斯需要定期的关节保健，以帮助维持其关节健康，特别是随着年龄的增长。他还需要定期的皮肤检查和耳朵清洁，以预防常见的皮肤和耳朵问题。为了保持其健康状态，建议提供一个干净的生活环境，并确保它有足够的水源,马克西姆斯适合食用高质量的大型犬种专用狗粮，以满足其高能量需求。建议少量多餐，避免过度喂食以防止肥胖和胃扭转的风险,马克西姆斯非常忠诚、勇敢、坚定，同时也很聪明。他对家人非常友好，但对外界比较警惕，需要适当的社交训练以适应不同的人和环境,1,马克西姆斯接受过基本的服从训练，懂得遵循基本指令，如坐下、等待、召回等。他需要定期的身体锻炼，例如散步和奔跑，以消耗过剩的能量,0,1,
37,19,1,110,阿瑞斯,PetAdoptionImages/klvivhakj5c205ia7zppbt7owakt8jdro1bmb0ksgn7z8kjlkqbxa5gqqsp7laxk.jpg,2,天津市 / 天津市 / 东丽区,由于工作变动，需要经常出差，无法保证每天有足够的陪伴时间给阿瑞斯，希望为他找到一个稳定的、充满爱的家庭,阿瑞斯身体健康，无任何慢性疾病或遗传性疾病迹象,2024-09-01 16:00:00,已完成基础疫苗接种，包括犬瘟热、犬细小病毒、犬腺病毒Ⅰ型、犬腺病毒Ⅱ型、犬副流感病毒、狂犬病疫苗和犬钩端螺旋体疫苗,,,阿瑞斯性格活泼好动，非常忠诚且聪明，他对家人极其友好，但对陌生人保持一定的警惕,0,阿瑞斯喜欢户外活动，需要每天有规律的运动，比如长时间散步或奔跑,0,0,
38,20,1,111,雪球,PetAdoptionImages/gbtpbxvr19pkov829ao6s3yqmp4ckjnjq29tl2846vgim401nba0jgf20qwzjlx5.jpg,3,陕西省 / 西安市 / 雁塔区,因为家庭成员对狗毛过敏，虽然我们都非常爱雪球，但为了他的幸福和健康考虑，我们需要为他寻找一个没有过敏问题的新家,雪球近期出现了一些消化系统问题，包括偶尔的腹泻和消化不良，但总体上他的身体状况良好，没有慢性疾病或其他健康问题,2024-08-26 16:00:00,已完成基础疫苗接种，包括狂犬病疫苗,由于萨摩耶长而浓密的被毛，雪球需要定期梳理以防止打结，并且每季度进行专业的美容护理，以保持其美丽的外观并减少皮肤问题的风险,雪球应当食用高质量的成年犬专用狗粮，最好是富含Omega-3和Omega-6脂肪酸的产品，有助于维持健康的皮肤和光泽的毛发,雪球性格温和，友好，非常喜欢与人互动。他活泼好动，对新鲜事物充满好奇心，也非常聪明，容易训练。他已经掌握了基本的服从命令，并且习惯于每天定时的散步和玩耍时间,1,雪球非常喜欢玩接飞盘的游戏，也喜欢在雪地里嬉戏。他需要大量的活动空间和社交时间，适合有一个院子的家庭或者能够每天带他出去散步的主人,0,1,
39,13,1,112,小豆,PetAdoptionImages/kdtuxu0vswkz6xy9wskmx41k8ummonnfl20r85jv543ztxijp0295ojgb43uqlmy.jpg,1,江苏省 / 苏州市 / 吴江区,由于工作变动，需要频繁出差，无法给予小豆足够的陪伴时间和日常照顾，希望为它找到一个稳定且充满爱的新家，让它能够继续快乐地生活,小豆身体健康，没有已知的遗传疾病或慢性疾病,2024-07-22 16:00:00,已完成基础疫苗接种，包括狂犬病疫苗,,小豆应该食用高质量的成年犬专用狗粮，建议选择低谷物配方以减少肠胃不适的风险。适量添加新鲜蔬菜和水果作为零食，但要注意避免给它喂食对其有害的食物,小豆非常活泼、好奇且勇敢，它喜欢与家人亲密接触，也非常喜欢户外活动，比如散步、奔跑和探索新环境,1,小豆特别喜欢追逐小球和玩具，它也非常善于学习新的游戏。它适合活跃的家庭，需要定期的身体锻炼和精神刺激,1,0,
40,12,2,201,雪球,PetAdoptionImages/nzl48mqs1akoc8kgclwm7496v61eyim91dqjbpshnc5u4j9qzhm42a5qd3bp490r.jpg,3,山东省 / 青岛市 / 即墨区,因家庭成员对猫毛过敏，无法继续养宠物，希望为雪球找到一个能够给予充分关爱的新家,雪球身体健康，没有已知的遗传疾病或慢性疾病,2024-08-19 16:00:00,已完成基础疫苗接种，包括猫三联苗,雪球还需要定期的眼部清洁，因为波斯猫容易出现泪痕,雪球应该食用高质量的成年猫专用猫粮，特别是针对波斯猫的特殊配方，有助于维持其消化系统健康和毛发光泽,雪球虽然不是很活跃，但它也喜欢偶尔玩一些简单的玩具，如羽毛棒,0,雪球特别喜欢被抚摸和梳理，而且非常适应室内生活,1,1,
41,15,2,202,闪电,PetAdoptionImages/lfy5wd5133pse9zfiorm3xciprgo5fkid0vc61y8gdzy7orfntybbe36v5nfrvvf.jpg,2,湖南省 / 长沙市 / 雨花区,由于工作调动，需要长期出差，无法给予足够的陪伴和照顾，希望找到一个有爱心的家庭来继续照顾闪电,闪电身体健康，没有已知的遗传疾病或慢性疾病,2024-07-08 16:00:00,已完成基础疫苗接种，包括猫三联苗,由于暹罗猫活跃好动，需要提供适当的运动空间和玩具,闪电应该食用高质量的成年猫专用猫粮，特别是富含蛋白质的食品，有助于维持其活力和肌肉健康,闪电喜欢与人互动，渴望得到关注，并且非常喜欢玩耍,1,闪电特别喜欢智力游戏和追逐游戏，它能够学会一些简单的指令，它需要一个充满爱的家庭，最好是活跃的家庭，能提供足够的运动机会,1,0,
42,8,2,203,森林,PetAdoptionImages/3vcjfbrgwbipv7cfsy3ooideu478mnmdcq6ayfe3frg4v2owrap661udtawggsew.jpg,4,河南省 / 郑州市 / 高新区,因为家庭成员对猫毛过敏，尽管我们都非常爱森林，但我们不得不寻找一个新的家，希望有人能给它一个温暖的环境,森林身体健康，没有已知的遗传疾病或慢性疾病,2024-08-01 16:00:00,已完成基础疫苗接种，包括猫白血病病毒疫苗,缅因猫的长毛需要定期梳理，以避免打结和积聚过多的脱落毛发。建议每周至少梳理两次，特别是在换毛季节。此外，注意保持其爪子的清洁和修剪,森林应该食用高质量的成年猫专用猫粮，特别是富含蛋白质的食品，有助于维持其活力和肌肉健康。适量添加富含Omega-3脂肪酸的食物，如鱼油，可以帮助保持皮肤健康和毛发光泽。为了保持其健康状态，建议提供多样化的食物，并注意适量喂食，以避免过度喂食导致健康问题,森林非常友好、温顺且聪明，它喜欢与人互动，渴望得到关注，并且非常喜欢玩耍，虽然它独立，但也需要定期的人类陪伴，缅因猫通常很安静，但是当它们想要交流时会发出柔和的声音,1,森林非常友好、温顺且聪明。它喜欢与人互动，渴望得到关注，并且非常喜欢玩耍。虽然它独立，但也需要定期的人类陪伴,0,0,
43,10,2,204,布鲁斯,PetAdoptionImages/x50wmy71n4rzp9zb698e9076z1sksy9x6mir98pl2ahedp7p7wywsyfgw3cf1oz9.jpg,2,广东省 / 东莞市 / 厚街镇,由于工作调动，我即将搬到国外居住，而目的地国家的宠物入境规定非常严格，且费用高昂，因此不得不寻找一个能够给予布鲁斯足够关爱的新家,布鲁斯身体状况良好，无任何慢性疾病或遗传性疾病记录,2024-07-31 16:00:00,已完成基础疫苗接种，包括猫三联苗及狂犬病疫苗,英国短毛猫的毛发较短，但仍需要定期梳理以减少掉毛和预防毛球形成。建议每周至少梳理一次，并确保其生活环境干净整洁,,布鲁斯性格温和、稳重且友善。他喜欢与家人亲近，但不会过分依赖。布鲁斯对周围的事物充满好奇，喜欢探索新事物，但同时也能很好地适应日常的生活节奏,1,布鲁斯习惯使用猫砂盆，并且不挑食。他喜欢玩各种玩具，尤其是追逐类型的游戏。布鲁斯还喜欢安静地坐在窗边晒太阳，观察窗外的世界,0,0,
44,19,2,205,云朵,PetAdoptionImages/1nlszeu5nycnv4ql1h7lykwij3xgnjygfn1ly8zpnyalu6ukjrtbdehc8tukwz7x.jpg,3,辽宁省 / 沈阳市 / 铁西区,因为家庭成员对猫毛过敏，尽管我们尝试了多种方法来减轻症状，但最终为了家人的健康考虑，我们不得不为云朵寻找一个新的、充满爱的家庭,云朵身体健康，无任何已知的慢性疾病或遗传性健康问题,2024-08-22 16:00:00,已完成基础疫苗接种，包括猫三联苗及狂犬病疫苗,,云朵应该喂食高质量的成猫专用猫粮，以维持其毛发光泽和整体健康,云朵性格温顺、亲人且温柔，他非常喜欢人类的陪伴，容易相处且适应力强，云朵喜欢被抱抱和抚摸，也乐于玩耍，特别是对轻柔的声音和玩具感兴趣,0,云朵特别喜欢在温暖的地方休息，比如阳光充足的窗台上,1,1,
45,5,2,206,夜影,PetAdoptionImages/3ix771p3b0765c9n5hyi2pvkzq05t4l026jx3369rtdwozd0eouwd7ppqmj1yk6j.jpg,1,浙江省 / 宁波市 / 北仑区,由于工作变动，需要长期出差，无法继续给予夜影足够的关注和照顾，希望为夜影找到一个能够给予它充分关爱的新家,夜影身体健康，定期接受兽医检查，没有已知的健康问题,2024-07-24 16:00:00,已完成基础疫苗接种，包括猫三联苗、猫白血病病毒疫苗及猫艾滋病病毒疫苗,,夜影目前食用高质量的成猫猫粮，特别推荐含有高蛋白质的食物，以维持其肌肉健康,夜影非常聪明、活跃且好奇心强，喜欢探索周围环境,1,夜影已经习惯了使用猫砂盆，并且非常干净整洁,0,0,
46,3,2,207,冰蓝,PetAdoptionImages/mt7rkqokybeuc1bqpsd77vay8e2ukkwi3tpt2rrir28bm7stf53zrhtgmw8zrs1w.jpg,3,辽宁省 / 大连市 / 甘井子区,因为家庭成员对猫毛过敏，不得不寻找一个新的家庭给冰蓝，希望为它找到一个充满爱的新家,冰蓝身体健康，没有已知的遗传疾病或健康问题,2024-08-10 16:00:00,已完成基础疫苗接种，包括猫三联苗、猫白血病病毒疫苗及猫艾滋病病毒疫苗,俄罗斯蓝猫的短而密集的毛发需要每周至少一次的梳理，以帮助去除死毛并减少毛球的形成,冰蓝目前食用高品质的成猫猫粮，特别推荐富含Omega-3脂肪酸的食物，有助于维持其皮毛的光泽。同时，需要确保有充足的新鲜水源。为了保持其健康状态，建议提供多样化的食物，并注意适量喂食，以避免过度喂食导致健康问题,冰蓝非常聪明、安静且独立，但同时也非常亲人。他喜欢与家人共度时光，特别是享受在膝盖上被抚摸。他对新环境和陌生人可能有些警惕，但一旦熟悉后会变得非常友好,0,冰蓝已经习惯使用猫砂盆，而且非常干净整洁。他喜欢玩具鼠和悬挂式的玩具，偶尔也会玩玩纸团。冰蓝对于环境变化适应能力较强，但是可能需要一点时间来适应新的居住环境,0,1,
47,7,2,208,林诺,PetAdoptionImages/qcp8zyu2p9epm05g2viqw4ioqd1nmxole4fidbolleo7sepri2imrdh24p19cb8k.jpg,4,山东省 / 济南市 / 市中区,由于工作调动，需要搬到一个不允许养宠物的公寓，因此希望能为林诺找到一个能够给予足够关爱和空间的新家,林诺近期出现了较多的掉毛问题，可能是由于换季时的自然现象。除此之外，他的身体健康，没有已知的遗传疾病或慢性健康问题，整体看起来非常健康,2024-09-03 16:00:00,已完成基础疫苗接种，包括猫三联苗、猫白血病病毒疫苗及狂犬病疫苗,,林诺目前食用高品质的成猫猫粮，建议保持这一饮食习惯,林诺性格温顺、友好，对人亲近，但同时也有一定的独立性,1,林诺喜欢被抚摸，尤其是在下巴下面,0,0,
48,9,2,209,柯瑞,PetAdoptionImages/dz3urr44e1wq5nicfgbjtm9mthbcw9eiwn1x5zbakucnnw08wwn8cfux99b6t4su.jpg,3,广东省 / 佛山市 / 顺德区,因为家庭成员对猫毛过敏，不得不寻找一个更适合柯瑞的新家,柯瑞身体健康，无任何已知的遗传疾病或健康问题,2024-07-16 16:00:00,已完成基础疫苗接种，包括猫三联苗、猫白血病病毒疫苗及狂犬病疫苗,,柯瑞目前食用高品质的成猫猫粮，并偶尔会吃一些湿粮作为零食。建议继续这种饮食习惯，并确保有新鲜的饮用水可供饮用,柯瑞性格活泼、聪明、好奇，非常喜欢与人互动。他很亲人，喜欢被人抚摸，也很喜欢玩耍,0,柯瑞适应能力强，很快就熟悉新环境。他喜欢各种玩具，尤其是可以发出声音的玩具。柯瑞还擅长攀爬，因此需要有足够的垂直空间让他活动。为了帮助柯瑞顺利过渡到新家，建议新主人给予它足够的耐心和时间，让它逐渐适应新环境,1,1,
49,14,2,210,萨菲,PetAdoptionImages/i79bc10isx4styopi7yp1mejm2mlbl1xww9qwq5k5ubd2x8qeilopw9xr6owrw46.jpg,2,云南省 / 昆明市 / 东川区,由于工作调动，无法带萨菲一同前往新的城市居住，希望找到一个能够给予萨菲足够关爱的新家,萨菲身体健康，无任何已知的遗传疾病或健康问题,2024-08-29 16:00:00,已完成基础疫苗接种，包括猫三联苗及狂犬病疫苗,阿比西尼亚猫的短而密集的毛发需要定期梳理，以去除脱落的毛发并保持毛发的光泽。此外，定期清洁眼睛和耳朵以防感染,萨菲目前食用高品质的成猫猫粮，并偶尔会吃一些湿粮作为零食。建议继续这种饮食习惯，并确保有新鲜的饮用水可供饮用,萨菲非常活跃、好奇且聪明，非常喜欢与人互动。她很亲人，喜欢被人抚摸，也很喜欢玩耍,0,萨菲适应能力强，很快就熟悉新环境。她喜欢各种玩具，特别是可以追逐的小球。萨菲还擅长攀爬，因此需要有足够的垂直空间让她活动,0,1,
50,13,2,212,橙宝,PetAdoptionImages/85ng6bpqe1bhqjntdtjmsmf2lgeed5jpjkj98z5jy9swwp7qc9ure10whjccyxl5.jpg,3,安徽省 / 合肥市 / 瑶海区,由于家庭成员对猫毛过敏，不得不寻找一个能够给橙宝提供温馨家庭的新主人,橙宝身体健康，没有慢性病史或遗传疾病,2024-07-13 16:00:00,已完成基础疫苗接种，包括猫三联苗及狂犬病疫苗,,为了维持健康的体重，需要注意适量喂食，并提供充足的清水,橙宝非常友好且温顺，容易与人亲近,1,,0,0,
