ADOPTION_ID,USER_ID,CATEGORY_ID,SUBCATEGORY_ID,NAME,IMAGE_URL,AGE,LOCATION,REASON,HEALTH,LATEST_HEALTH_CHECK,VACCINATION,CARE_NEEDS,DIETARY_NEEDS,BEHAVIOR,NEUTERED_OR_SPAYED,NOTES,STATUS,GENDER,APPENDIX_URL
73,15,2,211,乐乐,PetAdoptionImages/rrslkcd3caujvmwu16v98riyvw7jhb0t6nnrcn5z6ool2ewqa4qq6tbd5lmre5n4.jpg,2,广东省 / 佛山市 / 三水区,个人健康问题，无法继续照顾乐乐，希望为它找到一个可以给予更好照顾的新主人,乐乐非常健康，他经常进行常规的健康检查，并且从未出现过任何健康问题,2024-08-16 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗和猫杯状病毒疫苗,,乐乐对某些食物有过敏反应，特别是含有小麦的猫粮。因此，建议喂食无谷物的高品质猫粮，并且避免食用人类食物中的洋葱和大蒜等有害成分,乐乐非常友好且好奇心强，他喜欢探索新事物，也乐于与家人互动。他特别喜欢追逐玩具和攀爬，因此需要有足够的活动空间来满足他的活跃天性,1,乐乐适合那些寻求一个充满活力又不失亲人的猫咪的家庭。他需要一个充满刺激和活动的空间来满足他的好奇心,0,0,
74,15,2,212,橙宝,PetAdoptionImages/uobi5vjk91uv5vzh0tanxihqk3u5j8smhdnvh1qxtyxsmrlgf2dkyponqbebzolr.jpg,3,云南省 / 昆明市 / 官渡区,因工作调动，需要频繁出差，无法提供稳定的照料环境，希望为橙宝找到一个充满爱的新家,橙宝非常健康，他的毛色亮丽，眼睛明亮而清澈。他定期接受兽医检查，并且从未出现过任何健康问题,2024-08-04 16:00:00,已完成基础疫苗接种，包括猫瘟热疫苗、猫疱疹病毒疫苗、猫卡里西病毒疫苗、猫白血病病毒疫苗和猫杯状病毒疫苗,,橙宝对某些食物比较敏感，特别是含有玉米和大豆的猫粮。因此，建议喂食低敏配方的高品质猫粮，并且避免食用人类食物中的葱蒜类食物,橙宝性格温顺，好奇心强，他喜欢探索新事物，也乐于与家人互动。他特别喜欢追逐玩具和攀爬，因此需要有足够的活动空间来满足他的活跃天性。橙宝还喜欢安静地蜷缩在温暖的地方，享受阳光浴,1,橙宝适合那些寻求一个充满活力又不失亲人的猫咪的家庭,1,0,
75,6,3,301,霓虹泡泡,PetAdoptionImages/n8xj5dm3v5ixpl2jd7tn3y1qw6u208hg3gexd7vit0hf36ak92ckwvaqjrbqcm10.jpg,1,安徽省 / 合肥市 / 包河区,由于最近我的工作需要我频繁出差，这意味着我无法像之前那样定期照顾和维护鱼缸,霓虹泡泡非常健康，他的色彩鲜艳夺目，游动活跃。他从未表现出任何疾病迹象，并且在过去的饲养过程中一直保持着良好的状态,2024-08-21 16:00:00,无需接种,霓虹泡泡需要一个稳定的水环境，包括适当的水温和pH值。理想的水温应在22°C到26°C之间，pH值应在6.8到7.8之间,霓虹泡泡喜欢吃多种类型的饲料，包括高质量的鱼食片、冷冻红虫以及小型活饵如盐水虾,霓虹泡泡非常活跃且好奇心强，他喜欢在水草间穿梭，也会偶尔与其他鱼儿一起玩耍。他非常适应群居生活，但也可以单独饲养,0,霓虹泡泡适合那些寻求增添家中生动色彩的家庭。他需要一个有足够空间游泳的鱼缸，并且最好有水草和遮蔽物供他探索。如果你是初养者，霓虹泡泡也是个不错的选择，因为他相对容易照料,0,0,
76,4,3,302,波波,PetAdoptionImages/8yev7hpxytaoqd759zomxhdd368qsjy6txjltnrnm05bqmkr3a2lhgaul9t6iiuk.jpg,1,吉林省 / 长春市 / 宽城区,由于最近我的居住环境发生了变化，新的住所无法容纳大型鱼缸，这使得我无法继续为波波提供它所需要的宽敞生活空间,波波非常健康，他的体态优美，色彩斑斓，游动活跃,2024-08-05 16:00:00,无需接种,波波需要一个稳定的水环境，包括适当的水温和pH值。理想的水温应在23°C到28°C之间，pH值应在6.8到7.6之间,偶尔添加一些新鲜蔬菜如煮熟的菠菜叶或豌豆作为补充食物，可以帮助促进消化,波波非常活跃且好奇心强，他喜欢在水草间穿梭，也会偶尔与其他鱼儿一起玩耍。他非常适应群居生活，但也可以单独饲养,0,,1,0,
77,18,3,303,金金,PetAdoptionImages/8qz2ltv3s7hr6c0pb7ouf6rhs5fnvbgbmzbn158nxai2q2i3tdf03d44f2n6si6s.jpg,2,黑龙江省 / 哈尔滨市 / 香坊区,由于近期我的工作安排需要我频繁出差，我担心无法保证金金得到足够的日常照顾和稳定的环境,金金非常健康，它的鳞片明亮，游动活泼，没有显示出任何疾病的迹象,2024-08-02 16:00:00,无需接种,,金金喜欢吃多种类型的饲料，包括高质量的金鱼专用颗粒饲料和冻干的红虫。为了保持它的健康和活力，建议每日喂食2次，并确保每次喂食后几分钟内被吃完，避免过度喂食导致水质恶化,,0,金金是一条活泼可爱且充满好奇心的金鱼。它适合那些热爱鱼并且愿意投入时间和精力来维护水质的家庭,0,0,
78,9,3,304,小纹,PetAdoptionImages/o1tnz9qcl4xzpxkdlnqlbt3ji4uhayxydwhroyudfw346gzria8zv5xhvoqkopfe.jpg,1,北京市 / 北京市 / 西城区,由于家庭成员对鱼类鳞片产生了轻微过敏反应，不得不做出艰难决定，将小纹转让给一个能够给予它足够关爱的新家,小纹身体健康，没有遗传疾病史，也没有任何慢性病,2024-08-29 16:00:00,无需接种,,小纹偏好高质量的鱼食颗粒，偶尔也会吃一些新鲜的蔬菜碎片，如切成小块的菠菜或豌豆,小纹非常活跃，喜欢在水中快速游动。它也很好奇，经常探索鱼缸内的装饰物和其他环境,0,小纹喜欢与其他斑马鱼一起游泳，所以如果有条件的话，最好让它有一个或多个同伴,1,0,
79,20,3,308,墨墨,PetAdoptionImages/d6m10y1b8fn45uw4xyayz5tyn9bhoidi9vigncdh56txplnlw6qu2gh5c3ttpo8f.jpg,2,上海市 / 上海市 / 杨浦区,由于家中即将迎来新生儿，需要更多的时间和精力照顾孩子，因此不得不做出艰难的决定，寻找一个能给墨墨更多关注的新家,墨墨身体健康，无任何慢性疾病，也没有遗传性疾病史,2024-08-07 16:00:00,无需接种,,墨墨偏爱高质量的鱼食颗粒，偶尔也会食用新鲜的水生植物，如水草。为了保证营养均衡，建议每日喂食两到三次，每次少量,墨墨非常活跃，喜欢在水中自由游动。它对周围的环境十分好奇，经常探索鱼缸内的每一个角落,0,墨墨非常适合有一定养鱼经验的人士饲养。它不仅外表美丽，而且性格温和，能够与其他温和的热带鱼和谐相处,0,0,
80,16,3,309,飘逸,PetAdoptionImages/bwpcv04rn1d7gc2w9gtir32o8kii1lygz8abgv73c7rdkn8bwu0yhau6nsvcozok.jpg,1,广东省 / 广州市 / 荔湾区,因为近期家中进行了装修，室内环境发生了较大变化，包括光照条件和室内温度等，这可能对飘逸的健康造成潜在影响,飘逸身体健康，没有发现任何异常症状,2024-08-28 16:00:00,无需接种,为了保持飘逸的最佳状态，它需要生活在稳定的水质环境中，理想的水温应该在24-28°C之间，pH值保持在6.5-7.5,,飘逸还表现出一定的社交性，喜欢与同类或其他温和的鱼种一起游泳。它也表现出了领地意识，但一般不会过于攻击性,0,飘逸非常适合有一定养鱼经验的人士饲养。它不仅外表美丽，而且性格温和，能够与其他温和的热带鱼和谐相处,0,0,
81,17,3,311,如意,PetAdoptionImages/1odr7m3fya8j4iu5w5tg9xn9buddsm8rf0mg5hvheku61pfogehzfha82758yn3b.jpg,3,广东省 / 深圳市 / 盐田区,由于最近搬入了一个新的住所，新的住宅虽然舒适但并没有足够的室外空间来安置如意所在的鱼池,如意身体健康，活泼好动，没有出现任何疾病迹象。它的鳞片色泽鲜艳，身体形态匀称,2024-08-27 16:00:00,无需接种,为了保持如意的最佳状态，它需要生活在稳定且清洁的水中，理想的水温应该在18-25°C之间，pH值保持在7.0-8.0,如意偏爱高质量的锦鲤专用饲料，偶尔也会食用新鲜的蔬菜，如切成细丝的小白菜或菠菜,,0,虽然锦鲤不像猫狗那样需要频繁的互动，但它们可以通过观察和投喂与主人建立联系。定期观察如意的行为和健康状况，有助于及时发现潜在的问题,1,1,
82,14,4,402,小灵,PetAdoptionImages/lwldxv8i89u9fo6verb8hailuvkeyu74h2ci22zjp8fyxm7f5gbw26fjsi15npzd.jpg,3,四川省 / 成都市 / 武侯区,由于主人即将出国进修，无法带着小灵同行，因此希望能找到一位负责任的新主人，给小灵一个温暖的新家,小灵身体健康，羽毛光亮，活力充沛,2024-08-11 16:00:00,无需接种,小灵需要定期修剪翅膀上的羽毛以维持其飞行能力的同时保证安全。此外，还需要每周进行一次羽毛清洁和梳理，以保持羽毛的干净和美观,小灵喜欢吃富含营养的种子混合物，特别是含有向日葵籽、小米和草籽的混合饲料,小灵性格温顺，喜欢与人互动，常常会在主人的手指上停留。它喜欢唱歌，特别是在清晨和傍晚。小灵还非常喜欢玩耍，特别是与小铃铛或者羽毛玩具,0,小灵已经习惯了每天定时放飞一段时间，这对于它的身体和心理健康都非常重要。如果有条件的话，最好能有一个室外的飞行区域，让它能在主人的监督下自由飞翔,1,0,
83,9,4,403,小黄,PetAdoptionImages/1v91np89bbe4gti6v7j0znu7u6obzewk8fu2ko2v4u19be4vg1vahalt1bw0fef3.jpg,1,重庆市 / 重庆市 / 渝北区,因为主人即将搬到没有阳台的新公寓，无法继续为小黄提供足够的户外时间，希望为它找到一个可以提供更适宜生活环境的新家,小黄身体健康，羽毛色泽鲜艳，活力十足,2024-08-21 16:00:00,无需接种,小黄需要定期剪指甲和清洁水浴，以保持爪子和羽毛的卫生。同时，它需要一个足够宽敞的笼子，以便于飞翔和锻炼,,小黄性格活泼开朗，喜欢鸣唱，尤其是清晨和傍晚最为活跃。它非常好奇，对周围环境的变化很敏感,0,小黄喜欢听音乐，播放轻柔的古典乐有助于它放松心情。此外，为了保持羽毛的亮丽，建议每隔几天为它更换一次清洁的水浴盆,1,0,
84,17,4,404,彩彩,PetAdoptionImages/emyjq4zlzrjs30ry3ts8i37f316sjp86e13rkmhaeq6wx9eguying0akufzi2cmj.jpg,2,重庆市 / 重庆市 / 渝北区,由于主人工作变动，需要长期出差，无法保证彩彩得到充分的照顾和陪伴时间,彩彩身体健康，羽毛光泽良好，活泼好动，没有明显的健康问题,2024-08-21 16:00:00,无需接种,,彩彩的饮食应以高质量的鹦鹉专用混合饲料为主，辅以适量的新鲜水果和蔬菜。避免喂食含糖量高的食物，如糖果或巧克力，以免引起健康问题。彩彩也喜欢尝试一些坚果，但这些应适量给予,彩彩非常聪明，能够学会许多小技巧，比如捡起物品或是打开笼门,0,彩彩是一只非常友善的玄凤鹦鹉，它喜欢与人建立亲密的关系。它需要一个充满爱和耐心的新家，每天都有一定的时间让它出笼活动和玩耍,1,1,
85,10,4,405,小虎,PetAdoptionImages/k3nkc22dm1ztk831tge2rscli2fzmlv3edrjtl77upe4sr8qxrfhqjhbj7j3kovw.jpg,2,江苏省 / 南京市 / 江宁区,由于家庭成员对宠物毛发过敏，不得不做出艰难决定寻找一个能够给小虎提供更好关怀的新家,小虎健康状况良好，精力充沛，没有发现任何健康问题,2024-08-26 16:00:00,无需接种,小虎需要定期清洁笼子以保持卫生，并需要适当的环境温度控制，避免过冷或过热,小虎特别喜欢一些小种子作为零食，但应控制分量，避免影响主食摄入,小虎性格活泼开朗，好奇心旺盛，喜欢探索周围环境。它非常亲人，喜欢与人类互动，能够学会简单的词汇和短语,0,小虎是一只非常友善的虎皮鹦鹉，它喜欢与人建立亲密的关系。它需要一个充满爱和耐心的新家，每天都有一定的时间让它出笼活动和玩耍,0,0,
86,16,4,407,小阳,PetAdoptionImages/w0d4b90k2whm5jcwhb8pbuhoylemzb38hl9wx39ga0qxwcs15arns24y5y8ekjxf.jpg,3,湖北省 / 武汉市 / 东西湖区,由于主人即将前往海外工作，无法带着小阳一同前往，因此希望为它寻找一个充满爱心的新家,小阳身体健康，精力充沛，羽毛鲜艳光泽，叫声清脆悦耳,2024-08-18 16:00:00,无需接种,保持笼子的清洁对于小阳的健康至关重要，建议每天清理笼底的粪便和更换饮水。小阳也喜欢沐浴，可以定期提供浅盆水浴或温和的喷雾浴,,小阳非常聪明，能够快速掌握新的技能，比如用喙拾取物品或者玩简单的游戏。它还喜欢模仿各种声音，包括人的语言和其他鸟类的叫声,0,,0,0,
87,7,4,410,蓝蓝,PetAdoptionImages/4djh84jea0ltsa0810n25lofj4ky8ih7qgui2exs8u3l7gu1trzv6a8sufx1w9m7.jpg,3,天津市 / 天津市 / 东丽区,主人因为个人健康原因，需要长期住院治疗，无法继续照顾蓝蓝，希望能为它找到一个温暖且充满爱的新家,蓝蓝身体健康，活泼好动，羽毛色彩鲜艳且有光泽。它的眼睛明亮，喙部和爪子都非常健康,2024-08-07 16:00:00,无需接种,蓝蓝喜欢沐浴，可以定期提供浅盆水浴或温和的喷雾浴,为了保证营养均衡，可以适量添加一些小颗粒种子和坚果作为零食，但应避免喂食含油量高或含糖量高的食物。同时，蓝蓝对某些食物可能比较挑剔，需要慢慢尝试不同的食物种类来满足其口味偏好,,0,蓝蓝是一只非常友好和亲人的好奇心旺盛的蓝黄金刚鹦鹉。它需要一个充满爱和耐心的新家，每天都有一定的时间让它出笼活动和玩耍,0,1,
88,1,5,501,豆豆,PetAdoptionImages/mn2z7n34canqj604u00nmcxhbkqhmd5cemilox04prt4ls5pn89rn7ww5383wrer.jpg,1,陕西省 / 西安市 / 高新区,由于原主人即将出国深造，无法携带豆豆同行，希望能够为其找到一个有爱心的家庭继续照顾它,豆豆身体健康，毛色光亮，活泼好动。它的眼睛清澈明亮，没有任何明显的健康问题,2024-08-19 16:00:00,已完成基础疫苗接种，包括轮状病毒疫苗和腺病毒疫苗,豆豆需要定期的笼内环境清洁，以保持干净的生活空间。建议每周至少彻底清理一次笼子，并更换新鲜的木屑,豆豆对某些食物比较挑剔，需要慢慢尝试不同的食物种类来满足其口味偏好。值得注意的是，豆豆不能食用含糖量高的食物，如葡萄干，以免引起消化不良,豆豆性格温顺，好奇心强，非常喜欢与人互动。它喜欢被轻轻抚摸，也很享受在主人的手掌上探索和玩耍,0,豆豆需要一个充满爱和耐心的新家，每天都有一定的时间让它出笼活动和玩耍。为了保持其毛发的亮丽和健康，建议每天轻柔地梳理它的毛发,0,1,
89,20,5,503,雪球,PetAdoptionImages/7i630mp4p57i86xxx93dz6rxhwn8m0hw3ckm6ulryzxnc1vgmhmolu9k5fktl6j6.jpg,1,江苏省 / 苏州市 / 相城区,由于原主人即将搬到一个不允许养宠物的公寓居住，无法继续照顾雪球，希望能为它找到一个充满爱心的新家,雪球身体健康，毛色洁白如雪，在冬季会变为更浅的颜色，眼睛清澈明亮,2024-08-03 16:00:00,已完成基础疫苗接种，包括轮状病毒疫苗和腺病毒疫苗,雪球喜欢挖掘，提供一些适合挖掘的材料，如无尘木屑或纸屑，可以帮助它保持活跃和快乐。雪球还需要一个轮子供其运动，以保持体型和健康状态,雪球的饮食应以高质量的仓鼠专用混合饲料为基础，偶尔可以加入一些新鲜的蔬菜、水果以及少量的坚果，但要注意控制份量,雪球性格温顺，好奇心强，非常喜欢与人互动。它喜欢被轻轻抚摸，也很享受在主人的手掌上探索和玩耍,0,为了保持其毛发的亮丽和健康，建议每天轻柔地梳理它的毛发。雪球喜欢安静的环境，所以尽量将其放置在噪音较小的地方,1,0,
90,2,5,506,小米,PetAdoptionImages/tdf0eeopo7tchumstrgkhxmwizqqhhzz72dnugpxwtgvqfnpzwncdsddtbegvylv.jpg,1,山东省 / 青岛市 / 黄岛区,原主人因为即将出国深造，而目的地国家对于携带宠物入境有着严格的限制和隔离要求，考虑到这些因素，为了不影响小米的正常生活，希望为它找到一个稳定、充满爱的新家,小米身体状况良好，毛色光滑，眼睛明亮，没有明显的健康问题,2024-08-12 16:00:00,已完成基础疫苗接种，包括轮状病毒疫苗和腺病毒疫苗,,要注意控制份量，避免过量摄入脂肪。值得注意的是，小米对某些食物比较敏感，需要慢慢尝试不同的食物种类来满足其口味偏好。小米不能食用含糖量高的食物，如蜂蜜或糖果，以免引起消化不良,小米性格温和，好奇心强，非常喜欢与人互动。它喜欢被轻轻抚摸，也很享受在主人的手掌上探索和玩耍。小米活泼好动，喜欢在轮子里奔跑和在笼子里的隧道中穿梭,0,,0,0,
91,7,6,601,棉花,PetAdoptionImages/k4nn6kilsa0952c6lvpr41oi41q87otuw2xeczqpgmy068xjq1eeis9i5xyou6eu.jpg,2,湖南省 / 长沙市 / 岳麓区,原主人因工作变动需要长时间在国外出差，无法继续亲自照顾棉花,棉花身体健康，活泼好动，没有慢性疾病或其他健康问题,2024-08-11 16:00:00,已完成基础疫苗接种，包括兔出血症病毒疫苗和兔瘟病毒疫苗,棉花需要定期的身体检查，尤其是牙齿的检查和修剪，以确保它们不会长得过长影响进食,棉花的饮食主要以高质量的干草为主，特别是提摩西草和牧草，这些草有助于促进消化道健康。此外，它还需要适量的兔粮作为补充，每日摄入量约为体重的1-2%,棉花性格温和，好奇心强，非常喜欢与人互动。它喜欢被轻轻抚摸，也很享受在主人的手掌上探索和玩耍,1,,1,1,
92,10,6,602,绒绒,PetAdoptionImages/547mbgge12wv8o2f3o5aa30nrnwesixp91r3h3fabiy71ajitmwdtwc9rijslntk.jpg,2,河南省 / 郑州市 / 管城区,原主人因个人健康原因需要减少对宠物的照顾，希望能够为绒绒找到一个更加适合它的新家,绒绒身体健康，没有慢性疾病或其他健康问题。它的毛发浓密、柔软且富有光泽，眼睛明亮、耳朵干净，展现出非常好的健康状态,2024-08-01 16:00:00,已完成基础疫苗接种，包括兔出血症病毒疫苗和兔瘟病毒疫苗,需要定期为它剪指甲，以避免过长导致行动不便。它的耳朵需要定期清洁，以防止耳垢积累,绒绒的饮食以高质量的干草为基础，特别是牧草和提摩西草，以帮助维持健康的消化系统。它还需要适量的专用兔粮作为补充，以及新鲜的蔬菜作为零食,绒绒性格温顺，容易亲近人，非常喜欢被抚摸和拥抱。它活泼好奇，喜欢探索周围环境，也喜欢安静地躺在主人的怀里休息,1,,0,0,
93,3,6,603,小花,PetAdoptionImages/k63xamaze6veshbq1dr6ur2ysekdzge3p6tpilthtzfnc5bdypkipccvtr1sj5lm.jpg,1,广东省 / 东莞市 / 大朗镇,由于工作调动，我即将搬到国外居住，而目的地国家的宠物入境规定非常严格，且费用高昂，因此不得不寻找一个能够给予小花足够关爱的新家,小花身体健康，活力充沛,2024-08-06 16:00:00,已完成基础疫苗接种，包括兔出血症病毒疫苗和兔瘟病毒疫苗,由于迷你兔体型较小，需要一个安全舒适的生活空间，以防止意外伤害,小花的饮食以高质量的干草为基础，特别是牧草和提摩西草，这些有助于维持健康的消化系统。它还需要适量的专用兔粮作为补充，以及新鲜的蔬菜作为零食，如绿叶菜,小花性格温顺而活泼，喜欢亲近人，非常容易与人建立联系。它好奇心强，喜欢探索周围的环境，同时也享受安静的时光,0,小花非常喜欢有伴侣兔的陪伴，因此如果可能的话，最好能找到另一只性格相近的迷你兔作为它的朋友,0,1,
94,4,6,605,布丁,PetAdoptionImages/1jw0hp0ftzxp810ebenuwtrjoqq639xunfqkbgh85oatoobb5nv6nn1sci0d5a6y.jpg,3,辽宁省 / 沈阳市 / 皇姑区,原主人因为个人健康原因需要减少对宠物的照顾负担，希望能为布丁找到一个充满爱心的新家，让它继续享受快乐和健康的生活,布丁身体健壮，活力十足。它的眼睛明亮，耳朵挺立，毛色光泽亮丽，四肢强壮有力，整体表现出极佳的健康状态,2024-08-13 16:00:00,已完成基础疫苗接种，包括兔出血症病毒疫苗和兔瘟病毒疫苗,布丁的牙齿需要持续的磨牙棒以促进正常磨损，防止牙齿过长引发的问题,,布丁性格温顺而好动，喜欢亲近人，非常容易与人建立联系。它好奇心强，喜欢探索周围的环境，同时也享受安静的时光。布丁适应能力强，能够较快地适应新环境，但偶尔会表现出一些固执的行为,1,我们希望布丁的新主人能够提供一个温馨、稳定的环境，每天都有一定的时间让它出笼活动和玩耍,1,0,
95,19,6,607,奶茶,PetAdoptionImages/0rkitzdr9mtw9djyk2s41n4y9w7su5ig4oiv2hbqpxwnou9auh4abrek3r7m2vfs.jpg,2,浙江省 / 宁波市 / 海曙区,原主人因家庭成员对宠物过敏，不得不做出艰难决定寻找新家给奶茶。希望能够为它找到一个充满爱心且没有过敏问题的新家庭,奶茶身体健康，毛色光泽，眼睛清澈明亮，耳朵挺立，四肢灵活有力。它定期接受健康检查,2024-08-20 16:00:00,已完成基础疫苗接种，包括兔出血症病毒疫苗和兔瘟病毒疫苗,由于斑点兔通常有较长的耳朵，需要定期检查耳朵的清洁度以预防感染,,奶茶性格温和，非常好奇且活泼，喜欢亲近人，很容易与人建立亲密关系。它非常聪明，学习能力强，能够快速适应新环境,0,奶茶非常喜欢有人陪伴，因此如果可能的话，最好能找到一个愿意花费时间与它互动的家庭,1,1,
96,14,7,703,小火,PetAdoptionImages/imcnhuj1jq63xsfkm9idfes3e36r4qs9jbtl6tnlbsdyku1pzbgcycmoq32emk1p.jpg,5,辽宁省 / 大连市 / 旅顺口区,原主人因即将出国工作，无法携带小火一同前往，不得不做出艰难决定寻找新家给小火,小火身体健康，活力充沛，皮肤光滑，甲壳坚固,2024-08-07 16:00:00,已完成基础疫苗接种，包括沙门氏菌疫苗,小火需要一个稳定且适宜的生活环境，包括一个足够大的水箱或池塘，水温应保持在25°C至28°C之间，水质清洁并定期更换,,小火性格温和，非常好奇且活泼，容易接近，能够适应新环境。它喜欢探索周围的环境，特别是当它被放置在安全的地方时，它会四处游动并尝试不同的事物,0,小火是一只非常友好且活泼的红耳龟，非常适合生活在宽敞的水箱或池塘中。它需要一个安静、清洁且足够大的空间，有足够的活动区域和晒台,0,0,
97,18,7,704,小阳,PetAdoptionImages/vzf4cd9hwoa6cctx5be8zr2emgokv6c2dqz5cdx2ikrxxanf4neygc3igbcmjjka.jpg,4,山东省 / 济南市 / 历城区,由于工作调动，需要搬到一个不允许养宠物的公寓，因此希望能为小阳找到一个能够给予足够关爱和空间的新家,小阳身体健康，活力充沛，甲壳完整且色泽亮丽。它定期接受健康检查,2024-08-24 16:00:00,已完成基础疫苗接种，包括沙门氏菌疫苗,需要一个晒台供休息和晒太阳，以及足够的隐蔽处以提供安全感。为了保持其甲壳的健康，建议定期检查并清洁它的甲壳，保持其干燥和清洁,,小阳性格温顺，好奇心强，容易亲近人，能够很好地适应新环境,0,小阳喜欢偶尔玩弄水中的植物和装饰品，这有助于刺激它的智力发展,1,1,
98,9,7,711,小图,PetAdoptionImages/25pwlr5juhpa396n8cz2x0a27zvhpayxyh80v26dbmosi763ektn3b6ew65hbg5j.jpg,6,广东省 / 佛山市 / 禅城区,原主人因为即将搬入一个不适合养龟的新居所而不得不做出艰难的决定，转让小图,小图身体健康，活力十足，皮肤和甲壳都保持着良好的状态,2024-08-22 16:00:00,已完成基础疫苗接种，包括沙门氏菌疫苗,小图需要一个宽敞的水族箱，水位应当达到其甲壳的高度。水质必须保持清洁，建议使用过滤器来维持良好的水质,为了保持其消化系统的健康，建议避免喂食过多的高蛋白食物，并且控制喂食量，以免引起消化不良,小图性格温和，好奇心强，容易亲近人。它喜欢探索新环境，尤其喜欢在水面上漂浮，偶尔也会爬上晒台晒太阳,0,,0,0,
99,4,8,803,斑比,PetAdoptionImages/3468epqus1nn5ftc5cmilehreu5pvbjj1d0bv337bvgy7z7k83fsjm0ytcoq2767.jpg,2,云南省 / 昆明市 / 呈贡区,原主人因为个人健康原因需要减少接触宠物，因此做出了艰难的决定，寻找一个充满爱心的新家给斑比,斑比身体健康，活泼好动，皮肤光滑，没有脱皮困难或其他任何健康问题的迹象,2024-08-03 16:00:00,无需接种,斑比需要一个温暖且湿度适中的环境，建议使用加热垫保持底温，同时在饲养箱的一侧设置较高的温度区域，另一侧则为较凉爽的区域，以便它可以根据自己的需要调节体温,,斑比性格温顺，好奇心旺盛，对新奇事物表现出浓厚的兴趣。它喜欢在夜间活动，白天则倾向于躲藏起来休息,0,为了保持其皮肤和眼睛的健康，建议定期喷雾增加湿度，并确保饲养箱内有足够的水分来源供其饮用,1,1,
100,9,9,901,酷酷,PetAdoptionImages/rskboce5wqqck7mtbd6xn5rn3wijujl9nhrdwyysjwquckvy3170fifjusrz0vfe.jpg,1,安徽省 / 合肥市 / 蜀山区,原主人因为即将出国深造，无法继续照料酷酷，因此不得不做出艰难的决定，寻找一个充满爱心的新家给酷酷,酷酷身体健康，外表亮丽，没有皮肤疾病或其他健康问题,2024-08-25 16:00:00,无需接种,酷酷需要定期的蜕皮环境，比如提供适当的湿度和遮蔽处，以帮助它顺利完成蜕皮过程,酷酷主要食用冷冻解冻的小鼠，以保证食物的安全卫生。为了保证营养均衡，食物的选择会根据酷酷的年龄和生长阶段进行调整,酷酷性格温和，好奇心旺盛，对新奇事物表现出浓厚的兴趣。它喜欢在夜间活动，白天则倾向于躲藏起来休息,1,,0,0,
