POST_ID,USER_ID,CATEGORY_ID,TITLE,CONTENT,CREATION_DATE,UPDATE_DATE,IS_STICKY,LIKE_COUNT,DISLIKE_COUNT,FAVORITE_COUNT,COMMENT_COUNT,IMAGE_URL
75,5,4,分享我家的小可爱！🐶,"大家好！给大家介绍一下我们家的新成员——小豆豆！是一只非常可爱的小金毛。刚接回家的时候还很害羞，不过现在已经完全适应了新环境，每天都充满活力。小豆豆最喜欢的活动就是和我们一起去公园散步，追逐飞盘，玩得不亦乐乎。看到它快乐的样子，我们全家都感到非常幸福。😊
顺便说一句，如果有养宠物的小伙伴，大家有什么好的喂养和训练小技巧，欢迎分享哦！期待和大家交流经验，一起做更好的铲屎官！",2024-07-15 19:22:57,2024-07-15 19:22:57,0,0,0,0,0,
76,6,9,宠物外企真的太香了！感觉可以待一辈子,"为什么说宠物外企很香？
大家看看国内的几个宠物外企的福利就知道了
①肯定对宠物友好啊！有些外企甚至可以带宠物上班，这不是妥妥的带薪撸宠吗
②假期长，平均年假15天，还有其他额外的浮力假期！
③对女性友好，重视发展
④工作环境好！专门的宠物户外区域就算了，茶水间、食堂等环境也是很好的",2024-07-15 19:22:58,2024-07-15 19:22:58,0,0,0,0,0,PostImages/grvkb151xfbrcdeqcjlf0le0bwp3q4gd49bmrgop5zqwot7vrdc6c514oebmwo24.jpg
77,6,4,我养过的 最极品宠物,真的，跟狗一样，亲人聪明有灵性很会看人眼色，可是跟猫狗相比，它们更好养，它们一年掉两次毛，草食动物，每个月花费不到200，而且不会生什么小毛病，真的绝绝子！,2024-07-15 19:22:59,2024-07-15 19:22:59,0,0,0,0,0,PostImages/j19p4z51cj1nhaoav53hjcwye0o8aq8cqge187i92rr7vn6ffut7mn7zxhkyc0nc.jpg
78,6,9,柴犬小狗有要的吗？（小偿）生了七只，上海,两个月的柴犬狗狗，工作太忙了没时间照顾了，疫苗驱虫每个月都定期做了的，会自己定点上厕所，会自己吃狗粮，是个可爱宝宝找负责的家长。,2024-07-15 19:23:00,2024-07-15 19:23:00,0,0,0,0,0,PostImages/xwq3th37m7b8xh6imswwc95mxmlcwug61k7jue0ooqo70qbe8cea249st10sdgwp.jpg
79,6,4,干脆我搬出去让他们俩过吧,coffee好像还在偷笑，刚刚卑微的挤进被窝里，狗毛好热，这个家根本待不下去啦！,2024-07-15 19:23:02,2024-07-15 19:23:02,0,0,0,0,0,PostImages/rw25yszsulzn906n02ietjin2j5hh6oceqi3x24b8h290or35pp4tj5nec1fnf3y.jpg
80,6,9,我的猫猫回喵星了,"我从未想过这一天会来的这么快，6月20日晚上11点半，你向往常一样躺在椅子下面，过一会狗狗跑过来，又叫了起来，你哈了他一下，可是这次，不像以前一样，你突然倒地，双腿抽搐了一会就不动了，我赶紧跑过去，一直在叫你，你就那样倒着，没有反应，过一会就喘起来了，舌头也凸出来了，感觉有点呼吸不畅，瞳孔慢慢放大，赶紧打电话给之前看病的医生，说心脏病发了，要我们赶紧送医院，我着急忙慌的把你放进航空箱，眼睛睁着很大，可是一动不动，在路上找了个现在能开门的宠物医院，打电话医生说可能已经走了，可是我不相信，马上赶过去，到医院后医生测了下，确实已经没有心跳了，舌头也发青，瞳孔放大，小便失禁，都是已经死亡的迹象。我还是不敢相信你已经走了，我一直摸着你，我问医生说你身上还是热的，要不再看看。
第二天找了宠物殡葬，看到被推进壁炉里，火烧起来的那一刻，才真的相信已经离开我了，最后只留下一袋小小的骨灰。
再过两个月，你就六岁了。18年10月份把你带回来的，24年6月份，你就永远离开了，从病发到停止呼吸，不到五分钟。
你再也不会冲着我喵喵叫了，再也不会跟我握手了，再也不会一大早在我脑袋旁蹭我了，再也不会躺在我旁边了。
我真的好想你啊，你在喵星一定要快乐。",2024-07-15 19:23:04,2024-07-15 19:23:04,0,0,0,0,0,PostImages/v6spbtt5r61jq7dq0tzu8chgr9si5exlbac9ihnc78w9m2l96on3waec61d331i6.jpg
81,7,6,讲真！兔子真的是很省心也很暖心的宠物！,"来自一个养了20几年狗狗、1个月兔子的麻麻酱

说实在刚开始买他也并没有完全想好，我想着是不是能遇到一只特别亲我的兔兔，在一众兔兔中看到他机灵又精神的样子，睁着眼睛到处观察，就选了他。家里从小学开始养狗狗，给两个狗狗送终，要了全家半条命。从来没有过养兔子的经验，怕养不好。带他回家的第一天，也不敢摸他，我跟他一样胆小。

快一个月了，从不敢让他出笼子到完全散养，从不敢摸他到给他抠眼屎摸肚子，学了好多科学养兔的知识，给他买了好几种草，改造了笼子……他在我床底下睡觉，早上跟我一起下楼吃东西，我写东西他在我书桌边趴着，每天晚上都要疯跑逗逗我，跑累了再让我摸摸他。

他不像猫狗那么粘人，喜欢躲在角落里、床底下，不愿意禁锢在笼子里，我便打开笼子清扫干净犄角旮旯让他自由。他时而需要我照顾他，时而喜欢自己待着，那便由他。无聊了睡够了，他总要来找我玩一玩。

没训练过他定点上厕所，但他从来不在笼子外面大小便。他很爱干净，每天都自己舔舔，不用洗澡，也不用遛，再也不担心下雨天。吃得简单，常清理笼子换上白开水就好。推荐养兔人关注@大叔小宠 UNCLE AND PETS ，我学到了好多养兔知识，少走弯路。",2024-07-15 19:23:07,2024-07-15 19:23:07,0,0,0,0,0,PostImages/aze47eqyidy1l6sn7lwil7oauf01mmweqqdtn6i3oqdp5elfeiy52mt248agpet6.jpg
82,7,4,我就只能陪他几十年,我就只能陪他几十年，剩下的几百年他怎么办啊？,2024-07-15 19:23:08,2024-07-15 19:23:08,0,0,0,0,0,PostImages/lj7l00n5xchl53evbrop01c7045im4zmfhfjs3vho5d64p6kbea54fswtn66p6dz.jpg
83,7,9,不爱请别伤害它们好吗？,昨天出去摆摊在边上马路边看到一只猫猫，它躺在那里一动不动，走进了看它已经没气了，又瘦又小营养不良，问了边上的物业人员能不能处理一下，他们丢垃圾桶，听了瞬间鼻头一酸，最后我找了个袋子把它装走了，埋在一个大树底下，让它入土为安了，希望大树以后可以为它遮风挡雨，下辈子别做流浪猫了,2024-07-15 19:23:09,2024-07-15 19:23:09,0,0,0,0,0,PostImages/7wc0cgqqfdofeurqadqc009al5uz9ytgazcre35wgv3fu3xxdkpr5w9pv62zcpkb.jpg
84,7,7,狗狗“缺爱”的表现,"对于养宠物的人来说，养了狗狗就要对狗狗负责，对它好，如果主人长期忽视狗狗，它会变得很胆小、敏感
长期缺爱的狗狗，会有这5种表现
出门总是回头看你
特别依赖主人的狗狗会经常回头看你在不在身后，看到你后才会安心慢慢地走，回头的动作频繁是缺乏an全感的表现。
经常趴在地上看你
狗狗在家待太久不出门，会用头贴着地面趴着，时不时得抬起头看看主人，其实是在跟主人说它很难过，告诉你不能陪伴它的意思。
形影不离跟着你
狗狗粘人很常见，但在家里会更自在些不会过分粘人，但如果狗狗在家的时候也紧跟主人四处走，黏在主人身边，说明缺乏an全感。
不愿意吃东西
狗狗会用抗议进食的方式来博取主人的关注和同情，主人不在家就没胃口吃饭或是要主人喂着才吃。
频繁舔舐自己的身体
狗狗感到不安、压力大时，会舔舐身体的某一部位来缓解压力，尤其是那些长期得不到主人关爱的狗狗，性格可能变得胆小懦弱，或是暴躁易怒。",2024-07-15 19:23:11,2024-07-15 19:23:11,0,0,0,0,0,
85,7,4,画了朋友家的小陨,宝宝你的配色真的好复杂,2024-07-15 19:23:13,2024-07-15 19:23:13,0,0,0,0,0,PostImages/5v5jtfve7t27x5c7uuy0d8dh831s1w8lkkpss1rd04f5fnqmu4ej8ocjl2wdf79w.jpg
86,8,4,烦死了！你到底给不给我买！,"小猫咪不可以吃零食的
奶米：放我下去自己选 我全都要！！",2024-07-15 19:23:16,2024-07-15 19:23:16,0,0,0,0,0,PostImages/dpnt1z8lcfg3ymo5llfj0z1kb5ws2vzj8qzx4yfbf5uylzh2tu6pmdle4w36g2w7.jpg
87,8,8,笼内训练，四阶段让狗狗爱上笼子,"笼内训练的好处
1. 安全感：笼子能让狗狗感到安心，缓解压力和焦虑。
2. 家庭训练：帮助大小便训练和行为管理。
3. 旅行和寄养：让狗狗在外出时也能有稳定的环境。
4. 防止意外：避免误食有毒物品和受伤。
5. 保护财物：防止狗狗破坏家里的物品。
6. 医疗恢复：有助于狗狗适应住院或手术后的环境.

正确的训练方法
1. 使用正向训练，避免惩罚
2. 第一阶段：
- 介绍笼子，让狗狗对笼子产生好印象。
- 笼门打开，鼓励狗狗在笼子附近玩耍。
- 狗狗对笼子感兴趣时，给予零食奖励。
- 将零食放在笼子旁边和笼子里，吸引狗狗探索。
3. 第二阶段：
- 在笼子里喂食。
- 若狗狗抗拒，可以慢慢将食物碗移到笼子内。
- 喂食时尝试关笼门，逐步增加关门时间。
4. 第三阶段：
- 训练狗狗听口令进笼子。
- 扔零食进笼子，同时发出口令“回去”。
- 狗狗进笼子后，立刻给予奖励。
- 逐步增加笼子时间，每天增加2分钟。
5. 第四阶段：
- 让狗狗独自待在笼子里。
- 听口令进笼子后，给予奖励并离开。
- 笼子里放玩具或零食，逐步增加独处时间。
- 如果狗狗吠叫，不理会，等它安静时再出现。",2024-07-15 19:23:17,2024-07-15 19:23:17,0,0,0,0,0,
88,8,8,狗乱尿怎么办？超好用的上厕所定位排便剂！,"家里的爱犬不会定位排便的看过来！这个真的好用。
诱导剂起一个“标志”的作用，每次狗狗大小便后，他都会闻一下自己的便便记住那个味道，然后下次就去固定的地方排便，这是狗的天性。主人要做的就是用诱导剂的味道，给狗狗树立一个标志。
第一步:使用诱导剂定点，在宠物排便前，将诱导剂喷洒在固定位置，让宠物闻嗅
第二步:零食奖励/语言鼓励学会区域排便之后，用零食/语言进行鼓励，反复多次
第三步:要持之以恒-般坚持5-7天左右，狗狗会慢慢习惯",2024-07-15 19:23:32,2024-07-15 19:23:32,0,0,0,0,0,
89,8,4,原来虎虎曾经眼神如此清澈…,"我要辟谣！
大家是不是以为虎虎被我亲多了眼睛都没光都不活泼了！其实不是这样的！
看过直播的都知道虎虎超爱玩
（后面几张图就是虎虎玩衣架的眼神哈哈哈）
但是仅限跟妈妈单独在一起的时候很放松
有其他小猫小狗在她就会带点防备心
就不会彻底放开玩了！
应该是小时候是独生子的关系
（虎虎是我的的第一只小猫）
我最近放暑假回老家把七只小猫和小狗都带回家啦
虎虎外公还特意安排了猫爬架和冰垫给小猫们
每天遛狗的任务也是外公抢着去做
他真的很喜欢我的毛孩子们
可能是爱屋及乌吧哈哈哈哈
谢谢外公～～～～～～～～",2024-07-15 19:23:33,2024-07-15 19:23:33,0,0,0,0,0,PostImages/wice0yapzbey9xw580pk02zijf33s1s5o3uay6x7tz0x1mfl04k1fhj2povdkw5y.jpg
90,8,4,拼车拼到一只小猫,"本想搭讪一下
但司机说让我不要骚扰别的乘客",2024-07-15 19:23:35,2024-07-15 19:23:35,0,0,0,0,0,PostImages/zhrd057lu2596r5poyp8j0g826lxvir9o48b0g6bilaxboqcymhzybz8xo6j5qi9.jpg
91,9,9,柯基小狗有人要嘛(小偿)生了几只，在上海,柯基小狗，两个多月大啦，性格超好，温顺乖巧 十分粘人 走哪跟哪  会自己吃粮，会定点上厕所，疫苗驱虫已做，非常好养 希望给孩子找个负责任家长,2024-07-15 19:23:36,2024-07-15 19:23:36,0,0,0,0,0,PostImages/y6xi094cj3p243zkt6k6td8muzrg9g7nr608mx0ms1jkcj8geg3pclnt8i2wyjuv.jpg
92,9,6,博美真的不难养，新手家长来抄作业！,"博美真的不难养，新手家长来抄作业！
1.博美的平均寿命有10到15年左右
2.博美是非常聪明可爱的狗狗，智商也很高
3.博美发情了，直接噶蛋蛋
4.博美一辈子只换一次牙，大多从两个月开始，一周刷牙两次可以避免很多口腔问题
5.博美非常害怕吹风机的声音，会让它损伤听力
6.博美不可以吃坚果，葡萄巧克力和葱姜蒜
7.博美一周可以吃两次熟蛋黄，可以护毛美毛
8.没事可以给博美喝舒化奶补钙更好消化
9.博美拉肚子蒙脱石散一次喂一点治拉稀很好
10.博美泪腺比较高，容易长泪痕，平常饮食要注意少油少盐，喂宠明饮口服液清肝明目。
11.博美有泪痕了可以用目永清滴眼液，一天2-3次
12.如果看到博美用pp蹭地面，应该要做驱虫了或者肛门腺发炎了
13.养了博美就要负责，每天一定要有时间陪伴，出门遛遛它
14.尽量不要喝矿泉水和自来水，要喝纯净水或凉白开
15.如果误食了对博美有害的食物，可以灌3%双氧水催吐
16.狗粮能选择烘焙类就不选膨化粮
17.博美有耳螨了定期用绷酸冰片给它清理
18.夏天尽量不要剃毛，虽然凉快但是会增加患皮肤病的可能
19博美感冒了用阿莫西林和小儿双黄连，清热解毒
20.博美有趾间炎了就洗净涂抹红霉素软膏",2024-07-15 19:23:37,2024-07-15 19:23:37,0,0,0,0,0,PostImages/p6pqhlil9bn24vescnca2tjp8o3qbyeytbpncswj45px9o2l4pcsr38jo4y5109r.jpg
93,9,4,西高地劝退篇,"西高地真的除了脸好看 带出去大家都会说：好漂亮的狗！以外 其他的 一言难尽
聪明也是聪明的 但是服从性比较差
知道在哪上厕所 但是去不去厕所尿看他心情
打不怕骂不听倔犟的像头驴
在家的时候可以懒得躺地上一直不起来 在外面也可以玩几个小时都不觉得累 哦对了 还会打嗝打鼾舔屎

每次犯错以后把我气坏了教育他 结果他还在打哈欠
主打一个叛逆 软硬不吃
刚洗完澡是白梗 过两天就是灰梗
再过两天就是脏兮兮小狗了

想养西高地的三思哦",2024-07-15 19:23:39,2024-07-15 19:23:39,0,0,0,0,0,PostImages/hufe4l02ax1u4auv5isi025x783t7j3me7asc5xyymj5vooe8c1gfy3nia18ybhn.jpg
94,9,6,养龙猫的优点,"身边很多人不能理解我为什么喜欢龙猫，所以先盘点
优点：
1.毛缄绒，手感好，大眼睛小手手小嘴巴小舌头我都喜欢，颜值即正义，不支持反驳。但是其实家里也有不好看的，感情不能用颜值衡量，丑萌也是一种萌。
2.好养，不占地方，耗时不多，不用遛不用陪，每个月养育费不到一百一只，养得越多越便宜，当然考虑
三个月空调费的话还是不太便宜，所以超级羨慕夏天
不热的地方。
3.性格温顺，对你爱搭不理，对，我就喜欢这调调，就觉得跟我吵架泚尿也挺可爱，大概就是你追一个女生，把她惹毛了伤害力也就那样，可得她给你个好脸色就能美好久。
3.千净，不携带狂犬病毒，不长寄生虫，爱洗澡，只有尿尿是有点臭味的但知道定点 （不会的问我我家每只我都教会了，包括成年才来我家被原主人嫌弃不爱
干净的），只要打理好养在卧室也不会有味道，当然我没有啦，因为晚上还是会影响睡眠，我怕闹，只有少数崽安静不发出噪音。
4.晨昏和晚上精神好，白天睡觉，超级适合我这种上班族。
5.寿命长，10-20年，我是有了感情就很怕分别的人，所以很讨厌养的东西很快死掉。龙猫其实正确饲养不爱生病的。",2024-07-15 19:23:40,2024-07-15 19:23:40,0,0,0,0,0,PostImages/inz2oqj56llst8xz78yhbxxvct7832d1wdh4tqdlkdp7nbpmo9637jo6ihwvjmq2.jpg
95,9,8,宠物｜龙猫亲人方法 真的可以随便rua,"我们家小剪刀到家就一直被我们摸摸
到家第六天就已经主动站上我大腿
现在也是经常在我的脚跳来跳去
甚至爬上我的肩膀休息
基本上全天候摸摸都不会抗拒，
但会hen明显看到她的表情微变化（尤其是在睡觉）

这里分享一些我们跟龙猫培养感情的方法
不过当然每只龙猫性格不一样，这里也只是让大家参考一下
zui好是带回家就开始定下规则

手喂粮+草=熟悉味道
草有时间就一条一条喂，
如果他们刚好睡醒可以尝试递草给他们
我跟npy轮流喂粮，一粒一粒喂不需要喂完，
但至少要预留喂食时间让他们熟悉味道

多讲话=熟悉声音
我花hen多时间跟她说话，不管是睡醒还是睡前都会跟她说「早安、晚安」
任何时候只要打开笼子（只要不是她熟睡），都可以跟她说话
虽然有点傻，毕竟她也不会回应

多观察，少插手=慢慢来比较快
放风时间不要强制抱她
主打的就是个自由，让她在一个范围里活动
玩到哪天她会突然蹿上大腿就成功了
如果要抱她，可以趁她跳上大腿站着的时候，用手揽一下让她习惯一下被拥抱的感觉
我记得第一次揽她她有点stun住，一动不动哈哈哈哈哈哈",2024-07-15 19:23:41,2024-07-15 19:23:41,0,0,0,0,0,PostImages/9kwsub8gtir0k8jdrc4zra0kka1t4mtgvipq7p9x4px5vq7ipensafkuk7ol7arq.jpg
96,10,9,找了三个月领养人总结,"1.咸鱼是送养高危区，非常多狗贩子和虐狗的变态，剩下的基本就是农村养着看门养大了生死未卜的（很奇怪，基本上闲鱼来问我的都是很古怪的男的，就是这辈子遇见这种人的频率都没找领养这段时间高）
2.抖印宝妈多，很多都是想养给小孩玩玩而已的，别指望会对狗多好，然后还有一些也是像上面一样看门生死未卜（宝妈群体在我这完全可以pass哈哈哈，我被宝妈背刺好几回了，退养的也有，说养着试试看的也有，提要求要打疫苗驱虫的也基本是她们提的，驱虫当然会做，但是几乎无偿随便给个红包金额不限还要我包疫苗别太离谱）
3.公众号发的也不太行，救助平台时间太长要求多，串串小狗最可爱最好领养的时机很容易因此错过，而且手续繁琐，小狗和我都耗不起
4.找宠物医院帮忙发的更是离谱，当时觉得愿意在宠物医疗上花钱的应该会靠谱很多吧，结果发现一大骗牛鬼蛇神，比如：在深住大别墅花上万块买来的原住民给吃几块钱一斤不知名牌子的狗粮加餐只加鸡架、看见狗狗可爱加的我结果因为品种和是农村小狗生的崽就把我删了还有原住民刚送走马上领养一只新的。我拜托了十家左右宠物医院帮我发，问的人挺多，但是一个靠谱的领养人都没有。",2024-07-15 19:23:42,2024-07-15 19:23:42,0,0,0,0,0,
97,10,6,我真的觉得新人养猫首选一定是美短！！,"我真的觉得新人养猫首选一定是美短！！！
除了犟没有任何毛病！掉毛是每一只有毛发的动物都会有的，不算毛病。
美短真的不挑食！
美短真的很聪明！一岁以后就能听懂简单的话。
美短真的很粘人！每天要睡在主人身边！
美短真的很皮实！很少生病，除了年纪大的。
美短真的很话痨！每天都会啊啊啊的跟主任说话！
美短真的很热情！几乎不会攻击人，对待新来的家庭成员包容性也更大一些。
美短真的懂陪伴！美短真的好！真的好！真的好！",2024-07-15 19:23:44,2024-07-15 19:23:44,0,0,0,0,0,PostImages/qu5fwpvpshrd4g8d0vofhmmh3xq51zal47n96z954qj8ufi6cuxc7j61m434yg1r.jpg
98,10,6,新手养狗合集｜你想养什么样的狗？,"经济一般就选：
田园犬、泰迪、比熊、腊肠犬、巴哥犬、博美
优点：价格低，吃得少，开销小

经济中等就选：
柯基，金毛、拉布拉多、边牧
优点：价格不贵，吃得有点多，但身体强壮少生病，开销也不会太大

不掉毛就选：
约克夏、马尔济斯、蝴蝶犬、雪纳瑞
优点：减少搞卫生时间，但要定期美容、梳毛

颜值高就选
萨摩耶、博美、马尔济斯、金毛、比熊等
优点：带出门的回头率杠杠的

想要安静的就选：
法斗、比熊、柴犬、拉布拉多、巴哥
优点：不会出现扰民情况，不会被人投诉

体味轻就选：
拉布拉多、金毛、柯基、雪纳瑞、法斗、田园犬
优点：家里不会出现异味",2024-07-15 19:23:45,2024-07-15 19:23:45,0,0,0,0,0,
99,10,1,萧山求助！！！,今天路过这里看见一只小柯基在地上奄奄一息，我赶着去医院没有多停留，真的特别特别可怜，不知道是不是生病被主人抛弃了还是怎么的，这个点又没什么人，有没有好心人路过这边的看看它现在是怎么样了,2024-07-15 19:23:46,2024-07-15 19:23:46,0,0,0,0,0,PostImages/1cyuzo1urjpwfam1eshz4i0eos0j7two7cobonigy65vixgnbclwqt5emt4kwk5p.jpg
100,10,1,老猫求助！,"万能的小红书！我知道有众多猫狗友人聚集在这儿！
希望看到的猫友能帮帮忙！
我家06年到现在的老母猫了，加菲扁脸，从昨晚开始就不吃东西，精神开始出现萎靡，趴在角落不愿意动弹！
今天上午依旧，一开始以为是中暑，后来发现其走路打晃没劲，接近中午想要吃猫膏喝水时发生全身癫痫，一个劲儿抽搐！且有小便失禁！
立即打车前往宠物医院，做了血生化、常规，结果报告出来后大夫告知没有问题，大夫听了他的心脏以后也说没有问题，猫意识开始好转，能叫能动了！
结果回家后不到两个小时，又再次出现全身癫痫抽搐症状，且有明显小便失禁，没有呕吐白膜，在此之前只吃了一点猫膏，且能动能走又能叫，这次明显比上次厉害！如图！
家里就我一人，实在不知该如何是好！小地方宠物医院只有一个，大夫不让再去，晚上无人值班，也没有好办法！心里十分着急！交通不便一时半会回不了北京！年岁大，怕她再次癫痫抽搐！
不知有没有了解相关疾病的猫友，如有经验，可以告知究竟因何原因，该如何治疗，急！我此刻该如何帮她！",2024-07-15 19:23:47,2024-07-15 19:23:47,0,0,0,0,0,PostImages/unqtcjs3l3wec9hrjzz4udttpb4rbj555zb9e72awjlqy7i92pr6kwa0r4qpnpge.jpg
